Gene name	log2(TE)
POLR2B	-0.302949925
DCAF16	-0.303428993
POLL	-0.303863081
ERCC3	-0.303909151
MAPK8	-0.304182545
KAT2B	-0.304418327
STK36	-0.305184831
ZCCHC11	-0.305226249
ADAM22	-0.305626283
MOCS2	-0.305698831
LARP6	-0.307911898
GALNT18	-0.307930944
CMC2	-0.307958392
SH3BP5L	-0.307977975
CCPG1	-0.308088336
CCDC104	-0.308315285
YES1	-0.308658833
DIXDC1	-0.309269872
PLAGL1	-0.311254593
MRPL51	-0.311487161
NFE2L2	-0.311496415
ALG8	-0.311814017
C1GALT1C1	-0.31204302
TENM3	-0.31212492
LEPREL2	-0.31225636
EIF2AK1	-0.312317125
C10orf118	-0.312456965
CUL7	-0.313157885
C8orf76	-0.313437222
B4GALT4	-0.313907961
RRAGD	-0.31452375
PRSS23	-0.314849465
USP33	-0.314873337
HSD17B11	-0.315051966
ANAPC1	-0.315429458
ENOX1	-0.315819285
SLU7	-0.316524736
ZNF518B	-0.316824489
SPPL3	-0.317127109
TBCA	-0.317541629
FAM193B	-0.317576842
SENP7	-0.317615102
PPP6R1	-0.318381521
SOCS7	-0.318390631
FBXO8	-0.319080982
PRPF4B	-0.319474763
E2F4	-0.320431105
GLMN	-0.320716933
USP37	-0.322417891
CTNS	-0.322897105
CCDC136	-0.32334877
CCDC25	-0.323867636
GPATCH1	-0.324151617
SPRY2	-0.324652732
WASF1	-0.324729589
RECQL4	-0.324744943
CNIH4	-0.325067802
ANKS6	-0.325130527
RPL32	-0.325230102
APPL2	-0.325902464
TRMT61B	-0.326523232
PNPLA6	-0.326769358
NIPBL	-0.326966616
MUS81	-0.327241895
TPST2	-0.328023746
RAB10	-0.328414246
IL10RB	-0.328461065
CTBP1	-0.328568764
ZBTB6	-0.329427501
OXLD1	-0.329616055
RINT1	-0.329735084
ST7L	-0.331075188
KNTC1	-0.332172126
ZC3H15	-0.332637192
TSC1	-0.33461285
CLN5	-0.335271144
FAM20B	-0.335581097
MTMR14	-0.336292669
FSD1	-0.336687676
FBRSL1	-0.338578435
SEC63	-0.339952883
PARPBP	-0.340032065
TM2D1	-0.340131233
ZBTB38	-0.340405334
SGCB	-0.34058446
GUF1	-0.340660971
PRRC2B	-0.340869659
UCK1	-0.341006834
RNF167	-0.341036918
TXNRD3	-0.341269817
TRAPPC8	-0.342014243
TAOK2	-0.342404004
PMS1	-0.343648292
ATP5I	-0.344441845
UQCC1	-0.34494109
RASA2	-0.345074941
ZFP30	-0.345241879
CHD3	-0.345631492
PHC3	-0.347285742
RAB3IP	-0.347646634
ANKLE2	-0.347824285
GOLGA1	-0.347923303
DYNC2LI1	-0.348610138
SYDE1	-0.349296645
PDE4DIP	-0.349438872
NEK3	-0.350234485
BCCIP	-0.350626019
MEIS2	-0.350976627
HMGN3	-0.351001195
PRR5	-0.351675438
ETFDH	-0.351831989
MCUR1	-0.352075058
RPL36A-HNRNPH2	-0.352378458
AMD1	-0.352443878
APC	-0.352671618
HSF1	-0.352726954
RICTOR	-0.354326085
HEATR5A	-0.354956895
SHPRH	-0.35520425
DERL2	-0.355852046
TNFRSF10B	-0.356082092
IKBIP	-0.356570341
GORAB	-0.357169101
FBXO42	-0.357268662
GPR98	-0.357956404
AKAP8L	-0.357994364
PSMG3	-0.35878196
NVL	-0.359557512
IL13RA1	-0.359712408
PTK2	-0.360182499
AKT3	-0.360299048
CEP57	-0.360476562
NUFIP2	-0.360545077
LRIG1	-0.361054426
MARK1	-0.361739273
EIF2A	-0.361898173
CENPU	-0.362083776
ATAD2B	-0.362570079
COASY	-0.362723664
ALS2	-0.36302866
BCAP29	-0.363083768
PDCD10	-0.363480584
CDK5RAP2	-0.36393951
GPAM	-0.364115166
TMEM115	-0.364795498
SIPA1L1	-0.365284464
STAG1	-0.365402978
CCDC106	-0.365433821
TYRO3	-0.365649472
LRIF1	-0.366020679
ZCCHC6	-0.366427555
CCDC77	-0.367174847
GAS1	-0.367208974
HYAL2	-0.367304888
VMP1	-0.367678055
NUF2	-0.367930275
BBS9	-0.36856882
GALK2	-0.368753951
TMEM165	-0.369110229
SLC25A19	-0.370345623
RABEPK	-0.370360002
IFT57	-0.370893566
WDR89	-0.371564992
CERK	-0.3723961
PLK1S1	-0.372752354
CHPF2	-0.373628001
ZNF7	-0.37395622
DOCK5	-0.374195405
ADAM9	-0.374644933
BPTF	-0.374687529
MYO5A	-0.374800368
STRN3	-0.374915956
PDE7A	-0.375174768
TMUB2	-0.375190279
CMTM4	-0.375446949
B3GNT2	-0.375895244
IQCE	-0.375967935
HIPK2	-0.376433026
TMEM63A	-0.376492456
MELK	-0.376524592
ZNF239	-0.377092695
TET1	-0.377276061
TLE1	-0.377817233
NFYB	-0.378748228
EIF3E	-0.379275372
PCGF1	-0.380411156
USP8	-0.380975663
PREB	-0.381055146
DUS4L	-0.382079661
HBS1L	-0.382080862
RPS6KB1	-0.382709767
ZNF608	-0.383472184
MASTL	-0.384376947
HES6	-0.38516697
KDSR	-0.38524859
INPPL1	-0.385874557
OPTN	-0.385929095
FAM208A	-0.386106253
ZNF512	-0.386284126
MAST1	-0.387023123
CEP44	-0.388254897
NCKAP1	-0.388347078
LRRC28	-0.388378509
ELOVL6	-0.388385441
PPFIA1	-0.389062977
HECTD1	-0.390138339
DCAF10	-0.390228477
ORC3	-0.390518836
WHSC1	-0.390595358
TSPAN6	-0.390931617
KIAA1958	-0.391376023
TOP2A	-0.392501063
ZNF451	-0.392675563
CNPY2	-0.393411317
INO80B	-0.393618516
MED13L	-0.393694697
SIAH2	-0.393807633
PHF3	-0.394254018
PIBF1	-0.395111343
SLC25A23	-0.39539915
MAN1B1	-0.39550711
DEPDC1B	-0.395830195
PTS	-0.396986282
CUL9	-0.39714734
SNRNP25	-0.398855036
WDR5	-0.399805594
TGDS	-0.400418802
RPS12	-0.400490788
KIF24	-0.40053793
TAF7	-0.40059473
PIK3R2	-0.400700039
ZBTB44	-0.400892009
ATP11A	-0.401459093
SHOC2	-0.401735496
KLHL7	-0.402128005
MAP4K3	-0.402220161
POLK	-0.402696149
FAM53B	-0.403476058
AP3S1	-0.404034198
FUCA2	-0.4041209
USP46	-0.404983835
EHBP1	-0.405304469
CAMSAP2	-0.405330977
SLC20A1	-0.406735902
CDC7	-0.406815551
ZNF652	-0.406948679
C20orf96	-0.407424315
CCDC181	-0.407451005
CHUK	-0.407542963
GUCY1A3	-0.408565931
FAM126A	-0.408618378
STOX2	-0.408805546
SLC37A3	-0.409150103
DENND4C	-0.409504626
URM1	-0.411101085
LEMD2	-0.411570442
TUBGCP5	-0.411875269
C7orf25	-0.413369836
BRIX1	-0.413422946
HIPK3	-0.414012494
PLEKHM2	-0.41566791
CDKN3	-0.415957292
DOCK1	-0.416082552
TUBD1	-0.416123457
TM9SF3	-0.416783544
LRRC49	-0.416821909
TRIO	-0.417042635
GPR108	-0.417557491
TTLL7	-0.418009066
DCLRE1B	-0.418170389
C16orf87	-0.418674665
TBK1	-0.418736969
SENP5	-0.419202974
SUPT20H	-0.419938676
MTO1	-0.420810952
BRIP1	-0.421517053
ADPGK	-0.422894859
SRSF12	-0.423116724
ZNF394	-0.423150145
RANBP17	-0.424026283
FBXO5	-0.424885285
EIF4A2	-0.425820498
YEATS4	-0.427551426
BABAM1	-0.427896327
KATNAL1	-0.427953387
CYB5R4	-0.429308642
ZNF397	-0.43002493
DMXL1	-0.430791571
STX2	-0.430841985
JKAMP	-0.431089905
AGAP1	-0.43146847
PHIP	-0.431851861
SPATS2	-0.432085793
LSM1	-0.433204892
HOXA5	-0.434660373
ZNF770	-0.434757848
TRIT1	-0.434949129
ESYT2	-0.435361718
ATP10D	-0.436682493
L3HYPDH	-0.436875354
RNF8	-0.437776424
ATP8A1	-0.438370003
NME7	-0.438843881
RABGEF1	-0.439609832
IL17RB	-0.439755894
NR2C1	-0.440016367
SRGAP2	-0.440572591
SLC25A46	-0.440919796
COQ6	-0.441118153
APPL1	-0.441310496
UBE3A	-0.441598326
REXO1	-0.44170545
CEP78	-0.441818606
INPP5K	-0.442142729
ZNF638	-0.443357876
NFU1	-0.443563474
NCOA7	-0.443950191
KPNA5	-0.443962185
POLR3H	-0.445190387
KMT2A	-0.445687712
DYM	-0.446242283
FAM184A	-0.446357262
NCAPG2	-0.447172486
UTP14C	-0.448299953
PIKFYVE	-0.448543302
NIPAL3	-0.448677641
MAPKAPK3	-0.449254677
DDX59	-0.449621736
TRAF7	-0.44967644
C1orf112	-0.450409275
GAD1	-0.450521212
FBXL3	-0.450905747
ERCC5	-0.452291705
PPFIBP1	-0.452966955
SMC5	-0.453681752
PLA2G4A	-0.453856748
TOPBP1	-0.453973162
GSTCD	-0.454976245
ANKS3	-0.456342335
MADD	-0.456547897
GTF3C6	-0.457187924
ZNF76	-0.457380879
ENTPD4	-0.457850583
SETD3	-0.457993597
EFTUD1	-0.459431619
SUPT7L	-0.460023615
BMP2K	-0.461227132
SNRNP48	-0.461887013
SPDL1	-0.462367066
PELI1	-0.463150439
BLM	-0.464706561
DNAH14	-0.466464033
HECTD2	-0.46661995
DPH2	-0.466776123
GRK6	-0.467211142
NEDD8	-0.467579134
MED12L	-0.468675463
CCNC	-0.469670875
MAP3K5	-0.469728141
DHX29	-0.469938036
CHRNA5	-0.470323849
PHLPP2	-0.471006311
EN2	-0.471745595
MBIP	-0.472224973
XPO6	-0.472525738
KANSL2	-0.473160941
TAB3	-0.473708361
PHF12	-0.474085479
INTS7	-0.474100112
ZMYM4	-0.474455709
ZRANB2	-0.475491737
KIF14	-0.476193148
TBC1D16	-0.476214837
FBXO38	-0.476488026
KMT2B	-0.477047162
CCDC132	-0.478462879
NIF3L1	-0.478664936
FMN2	-0.478763097
DEPDC5	-0.479046739
NDUFC2	-0.479138557
SCLT1	-0.479877432
ZNF865	-0.479992941
KXD1	-0.480267777
SEMA3F	-0.480994581
ATG4C	-0.481367313
AKT2	-0.481532911
DEDD	-0.481611269
RPS7	-0.481805652
ZMYM6	-0.481958809
TMEM208	-0.482257717
TULP4	-0.482316452
NRN1	-0.482336838
CES3	-0.483255728
CDK8	-0.483471956
TBC1D9B	-0.48465035
JRKL	-0.484704758
NSUN6	-0.485143696
DAPK1	-0.485426827
C11orf74	-0.486413201
GAREM	-0.486459537
TNFRSF21	-0.486624582
CUL3	-0.486731802
TIMM23	-0.487400498
RAB23	-0.488046878
ZBTB24	-0.489023757
PIK3R3	-0.492049769
UVRAG	-0.492857033
PPM1A	-0.492896304
BRD9	-0.495868574
UBR5	-0.496012687
RIOK3	-0.496639539
TRIP12	-0.497877468
TRAM1	-0.498857988
ARHGEF12	-0.498898611
RGS12	-0.499571009
TPRA1	-0.500061648
PAPD7	-0.500187005
RPGR	-0.50047463
SENP2	-0.500597847
PACS2	-0.500633982
NANP	-0.500720861
DDHD1	-0.500749497
SPHK2	-0.50113091
KIF26A	-0.501194143
DOCK4	-0.501304572
PLEKHG2	-0.501587531
CCSER2	-0.50191495
EPG5	-0.502116288
ABCB6	-0.50273156
EEF1G	-0.503659728
FBXO30	-0.504843935
CSRP2BP	-0.506038433
MSANTD3-TMEFF1	-0.506790887
XPOT	-0.506943885
ARHGAP5	-0.507317357
SMYD2	-0.508161603
AGAP3	-0.508401827
ENOSF1	-0.508756912
SPG21	-0.509689007
CGRRF1	-0.511211789
ARHGAP12	-0.512235983
ATP11C	-0.512360819
ALG2	-0.512761121
CEP55	-0.512883134
AADAT	-0.513080472
SEC11C	-0.513339573
CSRNP2	-0.513505696
GHDC	-0.513568161
EIF2AK4	-0.513919729
CCDC107	-0.514685615
RHOT1	-0.515731499
RAD50	-0.516489103
NT5DC2	-0.516742146
SWT1	-0.517252273
RNF215	-0.517579572
EOGT	-0.518070617
SLC39A13	-0.518083157
PTPN2	-0.518714154
SAT2	-0.519405138
SLC10A3	-0.519608763
KIAA0195	-0.520957245
TRMU	-0.523074114
NEURL4	-0.523153704
DPP8	-0.523254945
USP54	-0.523561956
HRAS	-0.52377457
AGPAT4	-0.526265244
IQCC	-0.527247003
SRRD	-0.527835072
TUBE1	-0.527838102
VPS13D	-0.52976468
ZBTB39	-0.530351985
TMCO6	-0.531038096
SUGP2	-0.53146023
KIF13A	-0.531804565
SGOL2	-0.532189437
KAT6A	-0.5321952
ZNF614	-0.532595327
TPCN2	-0.532667993
RAB18	-0.533179959
PLCD3	-0.533467128
KIDINS220	-0.533893395
KIF18A	-0.534119203
TMUB1	-0.535100201
PRKAA1	-0.536473923
DHRS13	-0.53673422
MAPK9	-0.536947994
LARP1B	-0.537001462
ZFYVE26	-0.53715799
PPIP5K2	-0.537505695
OPA1	-0.537826181
ARMCX3	-0.538134938
QRSL1	-0.538305101
NDC1	-0.538796835
TAF3	-0.539874611
MECP2	-0.541447193
BBS10	-0.541683436
SMC6	-0.54170244
LPIN1	-0.542445669
SNX14	-0.542708725
MTF2	-0.543625923
FAM76B	-0.543835495
CCNE1	-0.545571394
ATAD5	-0.546152294
USF2	-0.546782886
EMC9	-0.548041124
ABCA3	-0.54839454
PPP3CC	-0.549174172
CHFR	-0.550316358
STARD3	-0.550483133
SGOL1	-0.551070649
GPATCH4	-0.551812304
FGFR4	-0.553369376
FCHSD2	-0.553620077
CHPT1	-0.554043856
RLF	-0.554269837
BORA	-0.554722112
SCML1	-0.556295469
AMDHD2	-0.55629603
TOPORS	-0.556322453
NR1H2	-0.557481764
ISG20L2	-0.558233376
MLLT3	-0.55829455
STXBP5	-0.558873272
SFXN4	-0.559147157
DONSON	-0.559308956
RFWD2	-0.559781353
INPP4A	-0.561249196
MSL2	-0.562094128
SETD4	-0.562365141
SLC41A1	-0.562907332
CENPL	-0.563857893
UHRF1BP1L	-0.564559328
SAP30L	-0.564585508
CHD1L	-0.565406791
SFMBT2	-0.565460596
SLC18B1	-0.565577159
HOMER1	-0.567127291
KIAA0355	-0.567196383
CPNE2	-0.567267986
SPIDR	-0.56784947
ANKRD50	-0.568110582
FANCI	-0.568641275
DICER1	-0.569472537
ERRFI1	-0.56951302
SPECC1L	-0.569572607
ACACB	-0.570089224
LIAS	-0.57034752
SLC35A1	-0.570841392
DENND4A	-0.571118851
KIAA1009	-0.571415969
PAN2	-0.571665678
WHSC1L1	-0.571958652
ZSCAN26	-0.573669331
FAM122B	-0.57500287
NOP56	-0.575386814
NSMCE2	-0.576506757
FIG4	-0.576582835
FBXL6	-0.576647233
ZNF131	-0.576931018
UHMK1	-0.576951958
PLEKHA1	-0.576963992
WDR24	-0.577308928
GOLGA5	-0.577316779
EXOC5	-0.577792243
IFT52	-0.577858114
SETX	-0.578691851
FAM13A	-0.578827715
HERC4	-0.578923584
RNF41	-0.579091913
EPB41L1	-0.580224582
MFSD8	-0.580228468
TGS1	-0.580595754
BTAF1	-0.581153762
PKN3	-0.581246265
FDXACB1	-0.581934808
MAPK12	-0.584405798
EIF3L	-0.584930058
CYLD	-0.584962501
STT3B	-0.585152416
CSPP1	-0.585972438
NUPL2	-0.586084784
ARGLU1	-0.587153382
ZNF77	-0.58785078
ZKSCAN4	-0.58785078
ZDHHC12	-0.588012597
WSB1	-0.588069248
TMEM2	-0.589114144
RASSF8	-0.58936768
C10orf2	-0.590051377
PARP2	-0.590086493
TSEN2	-0.590527387
CSNK1G3	-0.591212453
ZNF219	-0.591719867
ZMYM2	-0.593692906
BTN2A1	-0.594498526
TSEN54	-0.594751994
LGR4	-0.596125546
PHKA2	-0.597035333
PDE9A	-0.597181407
RPS14	-0.597416673
MLF1	-0.597458923
ZFYVE9	-0.597748656
PRMT10	-0.597926472
XYLT2	-0.598067488
SSH1	-0.598333264
PIK3C2A	-0.599085381
METTL25	-0.599156382
ZC3H7A	-0.599343812
NDUFAF6	-0.600577125
PCNXL3	-0.601394285
FASTKD5	-0.60260802
CMAS	-0.602842996
LYSMD1	-0.603427088
SEMA4C	-0.604071324
FUZ	-0.60476565
KIAA0430	-0.605479518
SUMF1	-0.605721061
ZNF195	-0.606122063
WDR17	-0.60646357
SLC25A28	-0.606657572
RANBP6	-0.607237332
RBM6	-0.60748907
STARD10	-0.608298705
DUSP12	-0.608790185
ALG5	-0.609338811
NFX1	-0.609555915
DCAF8	-0.609962896
HMGN4	-0.611588377
PON2	-0.613626259
MIOS	-0.614108846
AKAP9	-0.614750793
HERC2	-0.615048227
PLXNA3	-0.61533615
AXIN1	-0.615492929
ZNF74	-0.615924431
C7orf26	-0.616213435
NDEL1	-0.616377762
MPDZ	-0.616452787
STRIP2	-0.61667136
DDX26B	-0.617713932
ACAP3	-0.618307649
TRIM13	-0.619459745
BTBD7	-0.61968388
EFHC1	-0.619839986
C1GALT1	-0.621711687
PPIG	-0.621712589
NPAT	-0.624160388
OBSCN	-0.625604485
EBPL	-0.625989769
SGK3	-0.627516177
C8orf44-SGK3	-0.627516177
CHD2	-0.628190883
TRMT11	-0.628727045
TTC21B	-0.629145962
PRKAG2	-0.631291552
HMGB1	-0.631336764
EML3	-0.631529319
DPY19L3	-0.631800751
MTUS1	-0.632971651
NT5C2	-0.632975315
PTPN12	-0.63301463
VPS8	-0.633367133
ZNF205	-0.63958701
ARHGAP11A	-0.640516981
ZNF445	-0.641452729
TMEM181	-0.642627841
ATR	-0.64291397
AZIN1	-0.643008255
ARHGAP10	-0.643434903
FZD3	-0.643974681
ZNF678	-0.644576072
MTFR1	-0.644782587
RNF130	-0.645577989
ZCCHC14	-0.645930518
PHKG2	-0.646084043
MFSD5	-0.646280838
INPP5E	-0.646767785
FBXO4	-0.648027394
PCF11	-0.648247378
OSGIN2	-0.649764358
RPL7A	-0.65154849
PDSS1	-0.652076697
SGSM3	-0.65241295
KIAA1841	-0.652425469
ERLIN1	-0.65251699
RPL4	-0.652906951
SEC11A	-0.653138999
OSBPL1A	-0.653824359
MBOAT2	-0.654529912
PNN	-0.655830154
KLHDC3	-0.656008123
RWDD2B	-0.656548192
TBCCD1	-0.656718341
UBXN8	-0.656801857
TRAF5	-0.657894023
CLDND1	-0.658595394
ABCB10	-0.65880256
ALG14	-0.65887881
LRRC45	-0.658901898
KIF15	-0.659043096
ZBTB48	-0.659779779
INTS10	-0.660063956
PTPN9	-0.660488282
ZNF3	-0.661313387
GLRB	-0.661334664
KREMEN1	-0.661616489
WBP5	-0.663285626
ZHX1	-0.663395709
SETD6	-0.663754104
FRA10AC1	-0.664112856
PLCL2	-0.664209252
LINGO1	-0.664251411
STRN	-0.665308477
RSBN1L	-0.665477106
TTC17	-0.668192174
ZBTB14	-0.670054438
MED7	-0.670221589
TATDN2	-0.670413195
TYW3	-0.670820281
PIGX	-0.670935724
SPIRE2	-0.671377253
CCNI	-0.671752818
TAPT1	-0.671970477
ZNF304	-0.672195339
ZNF410	-0.672322804
C1orf27	-0.672902273
RNF14	-0.673574206
DPH5	-0.673818256
RNF219	-0.674849862
ATP2C1	-0.676376722
HAUS3	-0.676547126
ZNF33A	-0.677370034
ERLEC1	-0.677701556
TBKBP1	-0.678784523
DFNB31	-0.679354871
DMXL2	-0.679402191
ROCK1	-0.680265007
NHLRC3	-0.680467304
TAF4B	-0.680775653
SLC39A6	-0.680955811
RAP1A	-0.681340544
BRPF1	-0.682109032
ZSWIM8	-0.682907551
KIAA0196	-0.683215208
FBXO34	-0.68340681
GNA12	-0.685299449
FRYL	-0.687212559
FBXL19	-0.687865083
RAPGEF1	-0.688123861
MBTD1	-0.688261126
TBC1D8	-0.688585132
ATRX	-0.688733338
SMARCD3	-0.689034955
ABCA7	-0.689659879
LRRC34	-0.691065662
ADORA2B	-0.691259583
SPPL2B	-0.69135617
PANK1	-0.692536861
HJURP	-0.693181541
IQCB1	-0.693545698
THAP5	-0.694040596
TBC1D1	-0.694321257
GDE1	-0.694530328
ATG4A	-0.696493102
ZZZ3	-0.696941855
DENND1B	-0.697072867
DOCK11	-0.697072867
UNC13B	-0.697239316
FAM188A	-0.697971463
LPAR3	-0.698268619
PRR14	-0.698965826
LYSMD4	-0.699185988
KLHL8	-0.699438194
ZBTB11	-0.699795383
KIAA0907	-0.700769166
MITD1	-0.701076154
GALNT1	-0.701138771
TMEM57	-0.701204871
ZMYM5	-0.701439161
CEP104	-0.704321804
CC2D2A	-0.704923125
RMI1	-0.706181068
COMMD3-BMI1	-0.706650464
ATG4D	-0.707789174
METTL6	-0.707854467
HIRA	-0.707902451
RNF26	-0.708439896
ATG5	-0.709423134
FGFR1OP2	-0.709988755
RAB4A	-0.711948977
SPEN	-0.712011156
WDR60	-0.712133741
MAF1	-0.713341406
PHF20	-0.714653577
TMEM126B	-0.714838588
CANT1	-0.714887429
ARHGAP44	-0.716207034
PTPDC1	-0.716958047
MIEF1	-0.717269793
EDEM2	-0.718229032
ZNF649	-0.718648832
FAM160A2	-0.720022849
ZNF146	-0.723283751
SPATA7	-0.723432439
HMGXB3	-0.724163137
NOL10	-0.725265744
ACP6	-0.725877459
KIF21A	-0.726909513
GINM1	-0.727663147
PLA2G12A	-0.727806692
PPP1R26	-0.728697978
FBXO22	-0.729800535
C7orf49	-0.732463324
TNRC6A	-0.733000782
CHML	-0.73413955
ASIC1	-0.736606223
ZNF41	-0.736965594
SFMBT1	-0.737629513
C3orf17	-0.73788385
SMEK2	-0.738135324
SSFA2	-0.740098484
FAM204A	-0.740402337
HPS4	-0.74045458
PARP8	-0.741364058
CARKD	-0.741509519
MAP3K4	-0.741582222
RPS29	-0.742868487
ZNF639	-0.743460293
SUV420H2	-0.743624593
CWC15	-0.745602844
IFT20	-0.749214795
MTBP	-0.749298792
DOCK9	-0.750640531
TM7SF3	-0.750640531
CCP110	-0.750650509
FIGNL1	-0.751292146
SLC25A38	-0.751520651
TCEA1	-0.753391142
ZRANB1	-0.753976629
DROSHA	-0.755685674
GFM2	-0.757888213
PAM	-0.758339245
WDR11	-0.760164908
MAST2	-0.760172985
G2E3	-0.760574382
OTUD4	-0.760637652
RBCK1	-0.760672384
HOXB2	-0.762030932
ZNF180	-0.762345187
ZC3H11A	-0.763546585
CTDNEP1	-0.763673773
NSMAF	-0.764621937
ARHGAP29	-0.765996729
EXTL2	-0.766545609
POLD2	-0.767531951
KLHDC2	-0.769500889
PRELID1	-0.769634088
AUP1	-0.769958253
ZNF280D	-0.772004872
KLHL9	-0.772493547
CRBN	-0.772859264
TTF1	-0.773918763
NEDD1	-0.774296633
FAM219B	-0.775678975
COMMD6	-0.77636334
SLITRK5	-0.777607579
USB1	-0.777694949
ZNF251	-0.777905872
ANKRD13C	-0.779577129
RPS10-NUDT3	-0.780590697
PRPF39	-0.780778338
SLC35G2	-0.78087179
RSPRY1	-0.781041454
COX16	-0.781550511
MFSD1	-0.783029747
INTS12	-0.783830416
FGFR3	-0.78405073
ANKRD27	-0.785129698
MEX3D	-0.785495488
FAM178A	-0.786334683
SH3PXD2A	-0.786690968
TTC14	-0.788687467
TXNDC16	-0.789135367
PKP4	-0.789514345
TTC37	-0.790035783
BAZ2B	-0.791413378
TIMMDC1	-0.791579649
SGCE	-0.791869675
CEP120	-0.792116456
TRMT13	-0.793040325
PIK3CA	-0.793328037
NUDT3	-0.795779772
ZNF655	-0.796082389
TMEM245	-0.797620581
UROS	-0.797719625
SLC35F5	-0.798741792
ACTR6	-0.799111444
CEBPZ	-0.799756599
ATAD2	-0.801629177
PRMT2	-0.801688646
HAUS1	-0.803114716
CCDC109B	-0.803596705
SPICE1	-0.803724796
NSA2	-0.804265812
SMUG1	-0.805952204
ZBTB8OS	-0.806504193
MANEAL	-0.807708394
ZNF263	-0.808177987
MSANTD4	-0.808232741
RFC1	-0.808555001
MYBL2	-0.810040401
CEP63	-0.810785827
INO80	-0.810891808
IKBKB	-0.810966176
RNASEH2B	-0.811247525
HMMR	-0.811271153
PPM1B	-0.812385559
FGFR1OP	-0.812925376
ADCY3	-0.813412433
CEP128	-0.813519097
DGKD	-0.813860567
RAD54L	-0.814032479
RDH14	-0.815336658
TMEM66	-0.816478964
LPHN2	-0.818791328
UIMC1	-0.819234831
ATP9B	-0.821029859
GPR161	-0.821170892
FOXD1	-0.821662759
SLC35B1	-0.822459602
TNFRSF1A	-0.822486669
MGAT4B	-0.822534588
PANX1	-0.822580462
POLR2K	-0.822741247
CCDC90B	-0.822759615
DPY19L1	-0.822905926
WDR90	-0.823122238
TMCO3	-0.823462175
UBE3B	-0.830269314
TOP2B	-0.830325544
ENOX2	-0.832105534
SCAP	-0.834597557
PCGF3	-0.834643853
TBCK	-0.835770604
TMEM62	-0.835924074
FRMD6	-0.836382278
METRN	-0.836501268
AASDH	-0.837446987
CNOT6	-0.838141913
CCDC82	-0.83824893
EXOG	-0.838920237
TYW5	-0.839481818
POMT2	-0.841362488
SERGEF	-0.842112691
PRDM4	-0.842174042
TRMT2B	-0.842496728
SUCO	-0.842742377
MMS22L	-0.84675374
IFRD2	-0.847334858
R3HCC1	-0.849707915
METTL23	-0.85045465
ASTE1	-0.852881072
TMEM184C	-0.853494339
GLTSCR2	-0.855610091
CCDC88A	-0.855677644
PAPD4	-0.857181776
USP34	-0.857385411
DNAJC10	-0.858419624
MTDH	-0.858821318
ZNF449	-0.859747612
VTI1B	-0.859911252
FANCM	-0.860927477
PDCD5	-0.863247684
TMEM219	-0.863489083
BTG3	-0.863944574
PTPN13	-0.864758473
HCFC2	-0.865008789
PRIMPOL	-0.865622577
PPP3CB	-0.865773338
ATXN7	-0.865882644
ZNRF3	-0.866359116
VPS13B	-0.866375436
CENPK	-0.867586018
ZBED4	-0.868714815
LMO7	-0.869468437
PLEKHH1	-0.869843609
ZDHHC17	-0.870280452
ALG12	-0.870394148
INPP5A	-0.871040659
UBE2E3	-0.872151801
EMC6	-0.87339698
OXNAD1	-0.873933696
GLT8D1	-0.874597569
ATXN1L	-0.874717025
OSBPL6	-0.875995895
TBC1D32	-0.878408219
ZNF521	-0.879047653
LARGE	-0.879705766
ZMYND11	-0.88122775
LIG4	-0.881579507
ZCCHC7	-0.882119721
MDM1	-0.882265147
ABHD13	-0.882430404
ZNF236	-0.882643049
KIAA1804	-0.883169327
EPC2	-0.887558682
SECISBP2	-0.887827927
TCAIM	-0.888284436
FBXL5	-0.88830917
MBD4	-0.888331005
TANK	-0.890233384
CENPE	-0.890916959
PRPF38B	-0.891517824
UBE3C	-0.89243376
BIRC2	-0.892567571
OAZ2	-0.892972439
DNAJC14	-0.89353585
PAPOLA	-0.894198073
DLG5	-0.894556371
DHX32	-0.894883294
SBF1	-0.894941812
NEK1	-0.895008973
PPP2R5A	-0.895353818
ZBTB17	-0.897151592
WDR45B	-0.897183528
IMPA2	-0.89720047
MCM8	-0.897489975
MSL3	-0.897895671
ZCCHC17	-0.897929853
ENTPD6	-0.898900967
RUFY2	-0.899585795
FANCB	-0.899669672
LRP12	-0.900151072
AGTPBP1	-0.90192184
ADCY9	-0.902371392
RRNAD1	-0.90353716
FZD6	-0.903943312
GPR27	-0.905656996
MTMR12	-0.906890596
DDX55	-0.907073783
NSD1	-0.907285878
RBBP8	-0.907791998
THAP7	-0.908441603
USP32	-0.908511992
DYRK2	-0.909460841
HSPBAP1	-0.910114496
UHRF2	-0.91020333
ERMARD	-0.911903306
RPL23A	-0.912742656
SOS1	-0.914577857
UBN1	-0.917063659
BRWD3	-0.919132154
MANEA	-0.919283991
MYO9A	-0.919992352
GZF1	-0.920888271
CKLF	-0.921690215
GTPBP2	-0.922958964
ASCC3	-0.923045854
EDEM1	-0.923346011
BIVM-ERCC5	-0.924402381
C11orf57	-0.924586908
MGAT1	-0.926699926
C20orf24	-0.927685181
DDX11	-0.929773864
TMEM180	-0.931636176
NDUFB3	-0.931859613
MTRF1	-0.931891613
CCNT2	-0.932151646
FKRP	-0.932885804
PAK1IP1	-0.933139755
TARBP1	-0.933863985
DCLRE1A	-0.935031076
GLCE	-0.935869663
ZFAND1	-0.938404208
KIAA1432	-0.941106311
