Gene name	log2(TE)HELA
BRK1	1.297933977
LONP2	1.299195033
RRP36	1.299297724
FAM199X	1.299323244
WDR76	1.299970453
ACTR8	1.300169694
ELK4	1.300169949
MMADHC	1.302373507
INO80C	1.303186331
KIN	1.303709131
C21orf59	1.3040528
C11orf49	1.306030468
EIF3K	1.306905628
SNAP29	1.30699336
MITF	1.307131093
RAD51C	1.307158348
HLA-B	1.307717748
PLAUR	1.308048916
SH3BP5L	1.308358396
YARS	1.308420945
SLC35A1	1.30848413
PANK2	1.308718238
RNGTT	1.30889744
PAWR	1.308991849
SCO2	1.309704487
L3HYPDH	1.311634696
CENPH	1.312927934
PITPNA	1.313515855
TRAPPC4	1.313755149
MVD	1.31386013
C5orf24	1.314463344
REST	1.315041709
GTF2A2	1.316222993
VPS33A	1.316300295
VPS29	1.316307198
CXorf38	1.316688966
SHCBP1	1.316817445
ARFGAP2	1.317663123
TMEM109	1.317838367
HMCES	1.3179201
DCTN4	1.318421991
STX6	1.318645511
PAK2	1.318710116
YTHDF2	1.319513151
MED28	1.319821148
COPS7B	1.320347957
UBB	1.321148815
GABARAP	1.321288407
RAP1A	1.321333251
PHACTR2	1.321536182
NFIB	1.322622533
STOM	1.323841124
DBI	1.324498546
TRPC4AP	1.324792291
CPT2	1.324962155
MRPL38	1.325011309
TBCB	1.325036402
ARFIP1	1.32518781
CRKL	1.325776567
KDELR3	1.325879604
LANCL1	1.325930025
BZW2	1.32598171
TNFAIP8	1.326112123
TRIM44	1.326677045
NDUFC2	1.32673169
CCDC107	1.326853655
TACC1	1.327052499
SNRPA1	1.327391377
AP2B1	1.327546853
MRPS11	1.327914633
IDI1	1.327917724
HAUS1	1.328222194
CSF1	1.328430434
NLN	1.328878328
PSMA7	1.329341957
NOV	1.33051187
MCAT	1.330571866
TMEM194A	1.331245856
PNKP	1.332622459
BLMH	1.333102492
ETS2	1.334116777
ZC3H14	1.334441149
LSM1	1.334878125
KPNA3	1.335529659
7-Sep	1.336401886
TMED2	1.33650375
ALDH1A3	1.336830335
HNRNPAB	1.337582561
AK1	1.337608364
FGFR1OP	1.33997455
RNF126	1.340235732
SYF2	1.34058558
MAGED2	1.341106427
KIF20A	1.342272179
CDC25C	1.342963879
PSMC5	1.343445603
PPP2R1A	1.343617547
RTFDC1	1.344285501
NHEJ1	1.344638439
RPL23	1.344659335
MSH2	1.345812318
USP3	1.345927414
MT1E	1.346691635
CDC73	1.347030692
GART	1.348003735
CBX6	1.348025087
CTSC	1.348328522
PSAP	1.348358644
TIMM13	1.348716755
STC2	1.348864285
CDCA3	1.349606382
POLD3	1.350013127
MAP2K4	1.350769223
MFN1	1.350836859
USF1	1.351390733
DYNLL1	1.351456455
ISY1	1.352933393
MAPK1	1.353004901
PPIL2	1.353069188
IWS1	1.353176191
OSTC	1.355222155
GALK2	1.355806792
PSMC2	1.356216291
CMBL	1.357852983
STARD4	1.358416005
TOLLIP	1.358720126
TIMM22	1.359306769
TOM1L1	1.35969741
RARA	1.35974956
CHEK1	1.359810648
PSMA3	1.359968894
CMC2	1.360610894
ACAA1	1.362187757
ZDHHC17	1.36223114
GALE	1.363197785
SNRPB	1.363454487
IFI30	1.365092274
ICT1	1.365439317
C7orf50	1.365442113
SIGMAR1	1.36559576
PCYT1A	1.366216866
LAP3	1.366608163
8-Sep	1.367268459
FTO	1.369044065
TRAPPC3	1.36923381
GMPS	1.369857729
NDUFA3	1.369859885
SAAL1	1.370040801
STK3	1.370053639
TMEM106B	1.371878605
KCNN4	1.372264503
NTMT1	1.373394959
EXOG	1.373560863
RABGAP1	1.373719497
UBA5	1.37387431
PDIA3	1.374031926
C5orf51	1.374612445
RAPH1	1.374823043
USP11	1.376048202
SFXN3	1.376072477
PHB	1.377378444
DNAJC7	1.377705932
MGST3	1.378248726
MRPS31	1.379630907
NAPA	1.379706805
SUV39H1	1.380281136
HLA-A	1.381908018
SDC1	1.383347898
ACSL4	1.383544394
TXN	1.384200511
MXD4	1.384298736
CINP	1.386508511
CDKN1B	1.386574984
ISOC2	1.386661399
HSPA14	1.388577393
NGDN	1.389050488
SF1	1.389195642
TMED9	1.389603119
RAB12	1.389846693
IGFBP3	1.389871485
ERI1	1.390667686
CD59	1.390770297
TTC38	1.39154981
COPE	1.391648787
SAP30BP	1.392675278
UQCRQ	1.392821644
NDUFV3	1.393281738
SH3GLB1	1.394193245
CNN3	1.394451107
ACOX1	1.394986017
GPD1L	1.395029952
TTC1	1.395639508
GOT1	1.395805827
RNF8	1.395967371
TIMP2	1.396107169
GPATCH4	1.397568547
AKR1C3	1.397749843
MED6	1.397820398
CD97	1.398392798
TIMM17A	1.3985075
RALGPS2	1.399083056
FBXO33	1.399496648
RPL36	1.399707859
AIMP1	1.401719183
MFAP3	1.40178846
STX18	1.402071081
TRPS1	1.403442361
ZWINT	1.404624581
C9orf41	1.404628658
ADRM1	1.406915689
GNB5	1.407298486
GSPT1	1.407751773
ARPC3	1.407924203
GPI	1.408489513
ECH1	1.408695011
UBL4A	1.408805546
SRSF6	1.409196754
PLSCR1	1.409314134
PMF1	1.409382192
CAMK2D	1.409505562
PHLDA1	1.409693121
DPYD	1.410430411
SPOCK1	1.41047602
VAMP3	1.411647135
PMM1	1.412300089
UBE2D2	1.41257032
EFHD2	1.413793712
BLOC1S6	1.414318847
GLRX2	1.41435997
COG3	1.414820992
EIF2B1	1.415609236
ILF2	1.415797412
SFPQ	1.41583654
TPM1	1.417410601
CD164	1.418656094
ATP5G3	1.421816416
TFPI	1.421923079
RAP2C	1.422105423
NRSN2	1.422149073
ADD3	1.422829503
TCEAL4	1.42312347
HNRNPUL2	1.423150024
ILK	1.423513353
HRH1	1.423794118
TSFM	1.424896264
G6PC3	1.426073197
TSTD2	1.427579882
UBC	1.427708735
TM9SF4	1.428353959
TTC26	1.428580449
MRPL53	1.428708319
BLOC1S2	1.430301319
KHDRBS1	1.430439223
PDXK	1.43059057
RPA1	1.430864615
TTI2	1.430923265
BLVRA	1.431658013
EIF5A	1.432344572
ARL6IP1	1.432608579
TAF11	1.432634055
CCDC124	1.434647461
GFPT1	1.435076604
CCND1	1.43515479
AAMP	1.435620456
MTERFD1	1.436364878
SMARCB1	1.436702951
MAGOHB	1.437422797
PSMD12	1.438925996
COX5B	1.44012535
GPKOW	1.440894708
PAK1	1.440905585
FAF2	1.441107927
LSM7	1.441522334
PHGDH	1.441814471
WWTR1	1.442540495
CCDC97	1.442656364
GMEB1	1.44404061
SAR1A	1.447537624
LYRM4	1.447704497
ACAA2	1.447783525
NMT1	1.447791971
SLBP	1.448074213
TTC8	1.448368793
MRPL46	1.44845804
CCS	1.448779925
STAMBPL1	1.44912433
EYA3	1.449240449
MKRN2	1.449554295
RBM18	1.450680648
PLS3	1.450724067
FAM177A1	1.453596927
PEF1	1.453722469
RRN3	1.454048422
NDRG1	1.454476018
SLIRP	1.454583247
MAK16	1.455173942
CDK9	1.456078271
TRIM23	1.456836228
GPN1	1.460042383
CDK4	1.46124984
EIF3J	1.462564558
TOMM5	1.462574975
PLXDC2	1.462586851
G3BP2	1.462633854
CCDC101	1.462867631
LMAN1	1.463159677
TMX1	1.463424911
SLC9A3R1	1.464190615
MRPS12	1.464732216
FAM105B	1.465835874
CASP2	1.466134981
PRDX5	1.466135365
AKR1B1	1.466149269
HTATIP2	1.466761666
NIF3L1	1.467089485
RNF146	1.467831764
ATL3	1.468476087
CRK	1.468528199
CST3	1.468817214
CDKAL1	1.469333477
KIAA1279	1.469810598
CITED2	1.471047885
C16orf45	1.47252595
CTNNB1	1.472547219
ZNF593	1.473544577
TCEAL8	1.474166136
C9orf78	1.476684686
VPS28	1.477013203
PITPNB	1.477195081
KLHDC10	1.478476377
MIER3	1.478748205
HSPA13	1.478967375
CACYBP	1.479011185
SLC33A1	1.479642343
PDCD5	1.480533052
SDHB	1.481770458
LAPTM4A	1.483961727
UBE2E2	1.484566436
FN3KRP	1.484653264
NRBP1	1.485004971
CAV1	1.485501176
PPP4R2	1.485933125
PCBD1	1.486076836
CRNKL1	1.487694859
HEBP1	1.487708879
SAE1	1.487945836
RFWD3	1.489056477
VKORC1	1.48996401
EFEMP1	1.492035736
UGDH	1.493514267
ATP5J	1.493897354
NIT2	1.494002951
PSMB5	1.494505761
SLC50A1	1.49530981
PSMC3	1.496619325
GNB4	1.496862001
ANXA1	1.498956947
CNIH1	1.501210572
CAPRIN1	1.501299665
ARL6IP5	1.501551165
C14orf166	1.501794968
GMNN	1.501912488
CALR	1.504190308
LAS1L	1.504443551
ATXN10	1.505097963
NDUFA7	1.505287283
SEC13	1.505733791
RAB11B	1.506319985
TMEM45A	1.50755389
PTER	1.507575447
C8orf33	1.507722852
GHITM	1.508178825
RPUSD2	1.508374297
REXO2	1.508579782
TMCO1	1.509821359
B3GNT2	1.509849796
EIF2B2	1.509857321
YWHAQ	1.510137387
ANP32A	1.511919294
NIPSNAP1	1.512130508
SMDT1	1.512312378
GBAS	1.51236045
DNAJC3	1.512817632
MRPL11	1.512926301
ARMC9	1.513731139
PSMB3	1.514037831
SS18	1.515801798
TMEM9	1.516907631
FADD	1.516949468
OTUB1	1.517446616
C19orf60	1.517854368
LTA4H	1.518318263
PERP	1.518493437
COPS3	1.518945595
TXNL4A	1.519648143
CSTB	1.51966927
HNRNPC	1.521724953
EMP3	1.522217032
EIF4A1	1.52237783
AATF	1.523321607
SNAPIN	1.524176468
FDFT1	1.524429942
MYO6	1.525508651
RPS8	1.526581599
FAM213A	1.526644435
GPRC5A	1.527097676
MRPL32	1.527775301
SNX4	1.528285561
PUS3	1.529407545
MSI2	1.530395318
MLX	1.530441345
FAM134C	1.530728941
NDUFC1	1.531720479
TIPIN	1.532217046
SNX3	1.533750574
GNB2L1	1.533828258
PTRH2	1.53415516
C19orf53	1.534569507
ATAD1	1.535146339
SRP54	1.535702374
GPNMB	1.5360529
FAM210A	1.536288654
LRPAP1	1.536799337
COX10	1.538163889
C19orf33	1.538389179
FXR1	1.538844876
TMEM67	1.540801356
MRPL13	1.541458739
NPC2	1.541651973
LTV1	1.541748014
PARVA	1.543914705
HN1L	1.544786578
MDH1	1.545164612
MAPK14	1.545340838
DPF2	1.545844114
HNRNPH2	1.546683494
MCU	1.546688069
APEX1	1.546796996
DRAM1	1.546989219
MRPS21	1.54721737
SAP18	1.547316969
GSTP1	1.547551111
HOOK3	1.548097207
KRT80	1.548364302
AK3	1.548762305
TMEM126A	1.549549157
DNPH1	1.550181117
LITAF	1.550841992
DLGAP4	1.55090777
SF3B2	1.550987002
BLVRB	1.551089895
PLRG1	1.551549128
C7orf49	1.551964974
KIFAP3	1.552186361
SPC25	1.553742358
DAD1	1.554112047
CLSPN	1.554457207
CDC42EP2	1.55501488
REEP5	1.555879676
SDC2	1.556248288
REEP4	1.557184984
HADH	1.557496099
RTN3	1.557849981
AHCYL2	1.558245162
PAFAH1B3	1.560943464
RPL22L1	1.560944558
ALDH1A2	1.562101543
TRA2B	1.563461111
MOSPD2	1.567816517
SNTB2	1.568197618
PGK1	1.568323432
GPS1	1.568846653
GLYR1	1.569881517
UCK2	1.570814607
MRPL41	1.572034559
ANXA7	1.572953206
TXNL1	1.573881354
LDHB	1.574015103
BTD	1.578205135
RSRC1	1.579059705
DPY30	1.579258975
10-Sep	1.579493032
PPM1D	1.579506484
RIPK1	1.579549005
WDR92	1.579804487
PSMD7	1.582064387
DPH5	1.583339882
NUCB2	1.583879965
ANKMY2	1.584962501
NDUFB2	1.586441985
SPRYD3	1.5867191
COX15	1.586749724
TGIF1	1.587975117
SLC25A4	1.588159127
MRPS28	1.588313301
NOSIP	1.58859558
MRPL54	1.590224894
PMPCB	1.590288785
PRKRIP1	1.590372749
PPM1A	1.590700011
HERPUD2	1.591050998
RAB11A	1.591113738
SRSF5	1.591502909
PBXIP1	1.591503228
VPS53	1.591723033
CRIP1	1.591746755
UBE2G1	1.592560804
GNL3L	1.592955291
POLR3K	1.59318578
SSBP1	1.593463515
ARCN1	1.597198304
CERS6	1.597364522
TMEM179B	1.598861404
RFX1	1.599759503
SAR1B	1.599846423
CNPY2	1.599948523
PHPT1	1.600759463
DCPS	1.602400193
LAMTOR5	1.60261808
BST2	1.603345871
NAMPT	1.604424071
LASP1	1.604624828
SRGAP1	1.604625828
PTRF	1.60464201
EIF4A3	1.60465327
FOXJ3	1.606231117
RCC1	1.606342362
NTHL1	1.606640995
CCDC25	1.608874216
ANAPC15	1.609157492
EIF2S3	1.610137267
TWF2	1.610379865
SPTSSA	1.611720262
C19orf70	1.611748444
SCPEP1	1.611907208
CNP	1.612012564
PPP3R1	1.614260978
MRPL1	1.615682643
DUSP3	1.615934796
AHSA1	1.616122208
PRKACB	1.617404459
AMN1	1.618061859
CCT5	1.61923456
COMMD9	1.619958762
PRDX2	1.620640409
EIF3M	1.621331547
TP53	1.621358632
NIP7	1.621695052
FUT11	1.623217103
CRYZL1	1.626494763
SIRT6	1.627430642
HSCB	1.627886148
ZNHIT1	1.628202012
HNRNPH1	1.628412245
MKS1	1.628470299
TOMM22	1.629455447
CPNE3	1.629719784
TAGLN2	1.630255638
FAM192A	1.632114021
NSF	1.632525312
SMAP1	1.632607873
EMD	1.63272216
SCARB2	1.63324144
PEG10	1.63345451
SERINC1	1.633885697
NDUFB11	1.634198992
PPP1R35	1.634328578
YAE1D1	1.634959112
RSU1	1.635933263
THUMPD1	1.635939533
BUB3	1.636129305
MBTPS2	1.637093794
RDH10	1.637870613
TPI1	1.639138441
PLIN3	1.639323319
TPP1	1.640778887
MAGOH	1.641073282
DPM1	1.641718185
GRHPR	1.642114022
PPP6C	1.643399992
UBE2I	1.643472103
MSANTD4	1.645659806
SSR4	1.64782043
CCDC6	1.649150756
UBE2E1	1.649738688
TXLNA	1.649856421
CEBPG	1.651418259
TNFRSF10A	1.652373843
SARS	1.652629381
SLC25A24	1.654955489
DYNLRB1	1.65642066
MYL9	1.65651355
BPNT1	1.656823578
PARK7	1.659303361
PLEKHJ1	1.661141509
NUDT15	1.662177287
SEH1L	1.662268227
TM4SF1	1.662550505
NOB1	1.662647804
VCPIP1	1.663357572
VPS4B	1.664579669
NUB1	1.664643458
ARHGAP1	1.66466959
TSPAN6	1.666809482
DSTN	1.667938009
TBCA	1.668125968
MTFP1	1.669213837
CIRBP	1.67013888
POP7	1.670562733
ORMDL2	1.670575606
UBE2T	1.672513282
TIMM23	1.672885715
CASP8	1.674323784
OXNAD1	1.675147549
TRNAU1AP	1.677023054
TMPO	1.678572974
FOSL1	1.679167762
MNAT1	1.679504507
AFMID	1.680475366
SERPINB5	1.680501548
RPL30	1.682469381
UFD1L	1.682590461
MGST1	1.683744596
ARL6IP6	1.68626091
NUPR1	1.686989214
MGMT	1.687550206
PPHLN1	1.687862806
PRKAA2	1.688055994
SAFB	1.689065288
NDUFA6	1.689160669
ELAVL1	1.689930293
MRPL28	1.690554688
LPP	1.690986277
NUDT12	1.691034212
CCDC93	1.69167353
HSP90AB1	1.691719201
DUSP11	1.693351261
SRSF7	1.693913601
DEPDC7	1.694261143
ANXA4	1.694900574
SORT1	1.695259479
YKT6	1.696153582
PGM2	1.696485917
RNF187	1.700528882
AP2S1	1.701216656
KPNA4	1.703705788
MRPL33	1.704046214
LEO1	1.704087119
MRPL45	1.704972751
TMED7	1.705320496
LUM	1.707879954
IDH3A	1.709660017
CAPNS1	1.711550594
PJA2	1.712170006
FKBP14	1.714290625
PODXL	1.714300153
NSUN4	1.714458195
SRSF1	1.714651594
CHAF1B	1.715372302
PPP2CA	1.715658473
GPN3	1.716263063
SUGT1	1.71632783
ZNHIT6	1.716912561
GTF2E2	1.716941176
ATP6V1A	1.720064303
POP5	1.721646896
HUS1	1.721774295
ATP5I	1.724167292
SNX6	1.726609234
HCFC1R1	1.729843184
C6orf211	1.7316969
PHLDA2	1.731997479
RNF181	1.732997099
MAPRE3	1.734676944
SNRNP40	1.735343363
GINS2	1.735379343
BLOC1S1	1.735509062
WDR12	1.737124999
RND3	1.738032282
MAPRE1	1.738814822
G3BP1	1.73958147
CGGBP1	1.74083473
DDX47	1.741122062
ZFAND3	1.742453716
CAPG	1.745259983
GLOD4	1.74554874
EFNA5	1.745867376
DNAJB4	1.746420042
EIF4E2	1.746506361
LAMTOR1	1.747332982
CAPZB	1.74791155
TATDN3	1.748931951
SNX12	1.749235526
POLR2K	1.749290508
RPA2	1.749388748
MRPS34	1.751019259
PSMB2	1.751513872
DCTN3	1.752069769
COTL1	1.753138816
ACN9	1.753670974
BZW1	1.754230156
PSMD14	1.755222713
NDRG3	1.756472077
COQ2	1.757465597
GRB2	1.758598188
PSMC6	1.760486044
NEGR1	1.761445295
SDF2	1.761776728
EXOSC2	1.763558805
ATP6V0D1	1.76537821
HSPB11	1.767880269
PTMS	1.769683428
UNC50	1.771108356
MAT2B	1.77223596
MPZL1	1.778485533
NDUFA2	1.779851328
BCKDHB	1.780851931
SPC24	1.781247568
PALLD	1.782462089
SDC4	1.783689302
RPS25	1.789465937
ELF3	1.790213075
GTF2B	1.790248533
AGTRAP	1.790653465
WBP2	1.791433403
CYB5R1	1.791506149
UFC1	1.792296405
PRPS2	1.792385687
STRADA	1.792686353
NNMT	1.793065173
BTG1	1.793915386
HMGN3	1.794293844
GJA1	1.795357389
HMOX1	1.796151924
SF3A3	1.796758981
CFL1	1.797402617
TSN	1.798384519
5-Mar	1.798480816
TFB1M	1.79962756
PDCD4	1.801739623
CCDC94	1.801793533
FUS	1.802383103
ATP5G2	1.803221005
TRDMT1	1.804427176
SLC25A32	1.804915964
TXNDC15	1.805560282
PSMA2	1.805650873
CCT7	1.806382622
RPL37A	1.806847962
TAX1BP3	1.807193741
AAGAB	1.809316438
GOLPH3L	1.811001023
NAP1L4	1.812211489
NDUFB5	1.812500675
DNAJC15	1.815066825
TAF12	1.815548196
RAB7L1	1.817695957
GINS4	1.81779089
ZFAND5	1.820527429
TCEB2	1.820630653
NHLRC2	1.82258866
NOL9	1.822966871
CALM1	1.823198591
ABHD14B	1.823438445
C14orf119	1.824037702
MRPL52	1.824292301
SLC25A20	1.825246602
TXNDC9	1.827498393
TMED10	1.827823654
PSMD5	1.828048531
NOL7	1.828294855
SF3B14	1.828613951
GOSR2	1.829357082
PSMB6	1.82978305
SCD	1.831801466
CREM	1.834238624
MRPL21	1.834424116
TROVE2	1.835191837
VPS25	1.838107892
GLRX5	1.838235704
MRPL27	1.838305013
BAG5	1.839110741
SPPL2A	1.839787279
DNAJA1	1.840016055
RAD23B	1.840059087
CHCHD10	1.840749683
EIF2S2	1.841080749
PSMD13	1.841921144
GLUL	1.84396353
MRPL24	1.84446336
PDLIM5	1.845091656
UBE2K	1.846015043
MLKL	1.846562103
PFN2	1.847449668
RANGRF	1.847996907
NOP16	1.848634856
BRE	1.851556065
SSR1	1.851955775
RPS6	1.851991007
ANXA2	1.852473408
UBIAD1	1.852557809
EMC2	1.853548898
CD9	1.857428886
SCML1	1.857883255
FKBP4	1.857933939
ZNF277	1.860656818
STAM2	1.861860387
6-Sep	1.863685922
CHMP2A	1.864052502
MEIS1	1.864395072
SUCLA2	1.867127143
RP2	1.867263111
LY6K	1.867997864
NUDT9	1.868775399
LDHA	1.869383453
PPIH	1.870176117
HHEX	1.873084972
TOMM34	1.873733612
METAP1	1.87434034
TIMP3	1.87466873
BROX	1.875143274
PFN1	1.878027769
PGRMC1	1.878187059
LUC7L2	1.878241661
FTSJ2	1.880198059
TXNDC12	1.884470246
POLR2D	1.885318273
EXOSC7	1.885648569
HYPK	1.887055414
B2M	1.887518537
RPE	1.887671722
SCP2	1.888045243
FAH	1.892353701
PDCD10	1.892798126
SIRT1	1.893576242
SSSCA1	1.895656528
SNRPD2	1.896302424
SNCA	1.896363057
TMEM123	1.89711728
LGALS1	1.897258509
CHMP1A	1.898231513
THYN1	1.901171768
PTGES3	1.90121386
EDF1	1.901263571
COA6	1.903207293
MRPL44	1.903591201
CAPZA2	1.903652137
TPM2	1.903999624
RPL23A	1.904208621
KLF10	1.908904127
DNAJA2	1.909008425
EIF2B3	1.909605581
SDHAF2	1.912386311
MAD2L1BP	1.912756773
CRBN	1.913747941
ANXA10	1.914028016
FHL1	1.914651212
CAP1	1.916128835
PQBP1	1.919829651
HMOX2	1.922732039
SWAP70	1.924321094
COMMD2	1.926340289
DCTN5	1.926620237
ATP6V1E1	1.92684787
WBP5	1.927242801
IFI35	1.927991862
STK4	1.928802039
MRPL17	1.932608227
RAB5C	1.933364254
CYB5B	1.933654174
PRRC1	1.937309421
BIRC5	1.937378466
TMOD3	1.938920714
BSG	1.938955043
HN1	1.943136518
FAM98B	1.943886877
SRI	1.946093174
PPIL1	1.947713162
SLC4A1AP	1.948942977
ARF3	1.949714061
UNG	1.949910186
TMBIM6	1.95020738
PAIP2	1.951842847
CHORDC1	1.952498508
SERF2	1.954712386
CEP76	1.956347734
EXOSC1	1.956860008
HINT2	1.957786797
EBAG9	1.957902932
NDUFB8	1.958976708
DCK	1.960113156
CDKN1C	1.966528094
NDUFS6	1.966916655
UQCC2	1.967534745
AMMECR1	1.970094087
CAMLG	1.971556274
AEBP2	1.971742923
NME2	1.974924104
IRF2	1.976689352
SNX27	1.977384677
NQO1	1.979287165
PBDC1	1.979698857
HRSP12	1.985045752
ANXA3	1.985356456
ASF1B	1.9881653
PLEKHA1	1.988214086
NUDT21	1.989094993
ID3	1.993420128
PRDX1	1.996146285
COPZ1	1.997156977
EXOC6	1.997290713
ACTR1A	2.001333483
SCAMP2	2.001361533
ITM2B	2.00232402
EIF3G	2.003084197
ARL2	2.00425166
RRP15	2.00451906
UBXN7	2.004690522
PDK4	2.006674387
PPP1R7	2.006871477
NAP1L1	2.008631135
WDR83OS	2.010464698
PNP	2.010514539
CHCHD2	2.011715546
ACBD3	2.01280487
MRPL48	2.014187564
MRPL2	2.014746585
RPS9	2.016957636
APBB1	2.018690526
RAN	2.02413101
NRAS	2.024522319
SMNDC1	2.025345725
C12orf5	2.028501299
C14orf1	2.03318824
CBFB	2.033711166
C16orf80	2.034056615
MYL6	2.035141207
PSMF1	2.035288186
CELF1	2.037673541
FHL2	2.038253706
RPLP2	2.038404515
HNRNPD	2.040032171
NUP43	2.040115556
METTL14	2.041687736
RAB7A	2.042011519
GNPNAT1	2.042338304
CBX5	2.045817914
SPCS3	2.045854149
EMC4	2.047431117
DUT	2.052356705
SNIP1	2.056400185
TXN2	2.060870647
BTRC	2.062057436
RBBP5	2.062202624
ARL3	2.063015757
ARF1	2.064552249
S100A11	2.066431984
MRTO4	2.067804768
UTP11L	2.067806745
KNSTRN	2.074233416
GID8	2.075094138
SH3BGRL	2.076693731
RAB21	2.077111933
NECAP2	2.07796752
DPYSL2	2.078378893
CRIPT	2.079156207
SRSF9	2.07959965
LSM5	2.080214175
GPATCH2	2.084298234
MRPL51	2.087269977
GSTK1	2.087984454
UBE2A	2.093562766
RNASEH2A	2.096126428
SWI5	2.096760886
ATP5J2	2.099273477
MRPS10	2.099616089
SP1	2.101733229
DCTN6	2.102831817
BIN3	2.102864184
PHF6	2.10345111
LRRC59	2.105775129
HIF1AN	2.106332365
NDUFA8	2.109275789
PPP1R8	2.111836301
DDX19B	2.114654935
H2AFZ	2.115068366
SERP1	2.115436175
CLNS1A	2.120839998
NUDT1	2.123524966
ARL1	2.125814826
MRPS18A	2.126372789
RNF214	2.127515369
NSMCE2	2.129969307
RFC3	2.130741633
NDUFB9	2.133833103
POLR2G	2.136574434
ADI1	2.138223476
RBMX2	2.139699633
ATPIF1	2.140350668
HSD17B10	2.142929873
GNG12	2.145383469
POMP	2.145497776
ALYREF	2.146785968
PSMD11	2.149419794
KCTD10	2.158569275
MAGT1	2.158874314
SNRPF	2.159478973
CD151	2.164281262
PPIC	2.164317125
PFDN2	2.165179608
PLEKHB2	2.166770189
LZIC	2.168185347
SYNCRIP	2.173368379
SSR3	2.175829534
RAB18	2.17771265
PSME1	2.178785373
CDK6	2.18009566
CCRN4L	2.183185561
IGBP1	2.18987218
CALM3	2.19079618
SYNJ2BP	2.19294793
RHEB	2.193428131
MLLT11	2.194746174
EAF1	2.194868818
XPNPEP3	2.195978373
HNRNPA2B1	2.19807246
TMEM258	2.198248947
HMG20A	2.198521739
S100A13	2.201214133
SGTB	2.20284848
ALG13	2.204868946
MRPL10	2.205952644
VTA1	2.206141784
CD44	2.208231517
TMEM199	2.211547347
S100A4	2.212257996
CIAPIN1	2.214033354
GSTM3	2.21632055
SPATA5	2.218345588
ITGB3BP	2.220110414
DDT	2.220454096
GRPEL1	2.225304116
PPP1CB	2.226119811
NDUFA12	2.227068909
KCTD5	2.235720692
SETD8	2.236263503
LRR1	2.237039197
LSM4	2.2384847
TPM4	2.238708407
NSL1	2.243395742
PNPO	2.246143236
NSFL1C	2.246302747
SOD2	2.248040273
HNRNPA1	2.252872435
MOB4	2.252879927
PDLIM1	2.254381495
PDCL	2.25798948
PEBP1	2.258337245
RAB8A	2.258836791
HIGD1A	2.261645641
SH3BGRL3	2.261974298
NUDT2	2.263054915
HNRNPDL	2.264951871
GPX8	2.268630603
GATAD2B	2.269884944
FAM32A	2.274209328
TTC33	2.279471296
MPV17	2.28234832
ANP32E	2.2848602
FSTL1	2.285335211
AKIP1	2.286382644
MRPS14	2.28655675
ARF5	2.289143506
HSD17B12	2.291740879
NOL3	2.29175682
SRP14	2.292544581
NT5DC1	2.292553493
LAMTOR4	2.295069335
MPHOSPH6	2.29653669
ID1	2.296632254
LIX1L	2.313110155
DPCD	2.316254278
CHMP5	2.318988318
BCAT1	2.320314277
UBE2V2	2.321791392
COA4	2.32612717
FAM162A	2.328796967
CETN3	2.329966614
CHMP4A	2.334268233
TOMM20	2.34185144
NCBP2	2.346025634
ADM	2.347464573
PEA15	2.347789851
ZMAT2	2.348662014
COX8A	2.35068631
BCAS2	2.352442801
NDUFB3	2.355958989
ARF4	2.356458943
GAR1	2.356583534
PSMG4	2.357917228
PKNOX1	2.360658267
TMX2	2.362611013
RFXANK	2.36261394
SSB	2.363619233
ANXA5	2.367006776
SMIM7	2.370798812
PDRG1	2.372571424
TMEM97	2.374206657
KRT10	2.379187517
TCEA1	2.380705533
PMVK	2.382408676
RHOA	2.383750827
CREB1	2.38627434
BANF1	2.386667448
CEP41	2.386876364
ACTR2	2.388404103
SPCS1	2.397416031
TSEN15	2.399759965
PMP22	2.408195084
AP1S3	2.408955668
RPA3	2.409122717
BCL10	2.411510026
SUB1	2.41416019
COPS8	2.415367404
POLE3	2.430036956
NDUFS4	2.430400666
YWHAG	2.434316143
SEC61G	2.435098463
RPL38	2.441417349
ATG12	2.445159281
KPNA6	2.452250818
ITPA	2.452438634
TPD52L2	2.454462694
XRCC4	2.460964173
PPIF	2.46803804
TOR1AIP2	2.46950225
KRTCAP2	2.471827409
SOD1	2.471939118
ERH	2.472556765
TSR2	2.477238498
NONO	2.479760153
CNN2	2.485652796
DERL1	2.487327498
NOP10	2.489252272
MRPL30	2.489950933
RPAIN	2.492700585
ARPC5	2.500717824
VBP1	2.50342175
BNIP3L	2.507226066
MEA1	2.520734817
ZNHIT3	2.520883961
LY6E	2.535158685
PNKD	2.538250038
MOB1A	2.541641891
RPL19	2.547593625
MRPL50	2.559741717
YWHAB	2.560968295
NDUFA4	2.562696451
HSBP1	2.569584505
NDUFA13	2.574249439
UXT	2.575197693
TROAP	2.579236292
NPTN	2.585314635
NME1	2.587639979
VTI1A	2.598212052
IGFBP6	2.606965453
BTF3	2.61191657
BUD31	2.613848423
SSR2	2.615039734
ATP5L	2.627346136
SPINK6	2.646436076
TAGLN	2.649252015
ATP6V0E1	2.654266555
PSMD10	2.661202189
C1orf123	2.664335238
MTPN	2.668459236
MED29	2.670380342
SEC61B	2.675186224
CETN2	2.688090817
MRPS23	2.699731501
TIMM10	2.701018107
